"","Symbol","Name","LastSale","Sector","industry","Price/Book","P/E Ratio","Price/EPS Estimate Next Year","Dividend Yield","Market Capitalization","Shares Outstanding","Book Value","Earnings End Time","Earnings Start Time"
"790","GEN","Genesis Healthcare, Inc.",1.32,"Health Care","Hospital/Nursing Management",-0.10560001,NA,-1.4666668,NA,213418912,101236000,-12.5,1552939200,1552593600
"791","GNE","Genie Energy Ltd.",8.66,"Public Utilities","Power Generation",3.1991134,24.325842,-37.652172,0.033039648,229267440,24900000,2.707,1552311000,1551879000
"792","G","Genpact Limited",33.54,"Consumer Services","Professional Services",4.522654,23.131035,15.0403595,0.009030704,6353146880,189420000,7.416,1557144000,1556708340
"793","GPC","Genuine Parts Company",109.15,"Capital Goods","Automotive Aftermarket",4.6165886,19.845455,17.57649,0.026475456,15929787392,145944000,23.643,1555936200,1555504200
"794","GNW","Genworth Financial Inc",3.84,"Finance","Life Insurance",0.15452716,16.134453,3.1999998,NA,1922906752,500756992,24.85,1533326400,1532980800
"795","GEO","Geo Group Inc (The)",22.68,"Consumer Services","Real Estate Investment Trusts",2.584321,18.9,16.085108,0.08274648,2692206848,118704000,8.776,1556541000,1556109000
"796","GPRK","Geopark Ltd",19.29,"Energy","Oil & Gas Production",9.414349,35.45956,7.1977615,NA,1167044992,60500000,2.049,1502713800,1502281800
"797","GGB","Gerdau S.A.",3.97,"Capital Goods","Steel/Iron Ore",0.96687776,47.83133,9.232558,0.024691356,6309005312,1702140032,4.106,NA,NA
"798","GTY","Getty Realty Corporation",33.19,"Finance","Real Estate",2.333216,28.31911,25.335878,0.039757207,1345300224,40533300,14.225,1557489600,1557140340
"799","GIG","GigCapital, Inc.",10.22,"Finance","Business Services",8.52377,NA,NA,NA,42609224,4169200,1.199,NA,NA
"800","GIL","Gildan Activewear, Inc.",35.95,"Consumer Non-Durables","Apparel",3.8387616,21.66968,15.767545,0.01317634,7368203776,206824992,9.365,NA,NA
"801","GLT","Glatfelter",13.65,"Basic Industries","Paper",1.1134677,NA,13.382353,0.03866171,600795200,44014300,12.259,1556886600,1556541000
"802","GKOS","Glaukos Corporation",72.7,"Health Care","Medical/Dental Instruments",15.098649,NA,807.7777,NA,2619249920,36028200,4.815,1494014400,1493928000
"803","GSK","GlaxoSmithKline PLC",40.39,"Health Care","Major Pharmaceuticals",16.787199,40.715725,13.156352,0.026214072,96508674048,4919000064,2.406,1486400400,1485964740
"804","BRSS","Global Brass and Copper Holdings, Inc.",33.07,"Capital Goods","Metal Fabrications",3.9434774,12.670499,11.13468,0.008888889,734134144,22199400,8.386,1557144000,1556708340
"805","CO","Global Cord Blood Corporation",7.55,"Finance","Business Services",1.8441623,25.767918,13.017242,0.01,917710080,121551000,4.094,1551474000,1551128400
"806","GMRE","Global Medical REIT Inc.",10.15,"Consumer Services","Real Estate Investment Trusts",1.2810804,NA,35,0.0776699,283572704,25793100,7.923,NA,NA
"807","GNL","Global Net Lease, Inc.",17.99,"Consumer Services","Real Estate Investment Trusts",0.9596202,1799,66.62962,0.11939462,1367686144,76024800,18.747,1541770200,1541424600
"808","GLP","Global Partners LP",18.8,"Energy","Oil Refining/Marketing",1.5868995,9.265648,31.33333,0.098684214,638720576,33744200,11.847,1552311000,1551879000
"809","GPN","Global Payments Inc.",131.49,"Miscellaneous","Business Services",5.2038155,46.299297,18.704124,0.0003067955,20723220480,157603008,25.268,1557145800,1556713800
"810","GSL","Global Ship Lease, Inc.",0.8001,"Transportation","Marine Transportation",0.16672225,NA,2.667,0,66835160,79543904,4.799,1493641800,1493209800
"811","GLOB","Globant S.A.",70.58,"Technology","EDP Services",7.5189095,50.05674,26.434458,NA,2553817344,36183300,9.387,1510952400,1510606800
"812","GMED","Globus Medical, Inc.",48.34,"Health Care","Medical/Dental Instruments",4.01929,31.389612,25.3089,NA,4765038080,76143296,12.027,1557144000,1556621940
"813","GMS","GMS Inc.",19.84,"Consumer Services","RETAIL: Building Materials",1.2733457,13.405405,5.734104,NA,817046912,41181800,15.581,1552051800,1551706200
"814","GNC","GNC Holdings, Inc.",3.06,"Consumer Non-Durables","Food Chains",-1.5036854,NA,7.6499996,0.06711409,256687184,83884704,-2.035,1550237400,1549891800
"815","GDDY","GoDaddy Inc.",74.95,"Technology","EDP Services",15.936635,166.55556,54.708027,NA,13142931456,169174000,4.703,1557518400,1557172800
"816","GOL","Gol Linhas Aereas Inteligentes S.A.",13.93,"Transportation","Air Freight/Delivery Services",-1.8563433,NA,14.214286,NA,2426898432,348702016,-7.504,NA,NA
"817","GFI","Gold Fields Limited",3.92,"Basic Industries","Precious Metals",1.2452351,NA,16.333334,0.006779661,3276292864,821532992,3.148,NA,NA
"818","GG","Goldcorp Inc.",10.55,"Basic Industries","Precious Metals",0.9268207,NA,21.530613,0.0075901328,9082980352,8.69e+08,11.383,NA,NA
"819","GS","Goldman Sachs Group, Inc. (The)",198.2,"Finance","Investment Bankers/Brokers/Service",0.95627296,7.8588424,7.437148,0.016014235,72886468608,367742016,207.263,1555932600,1555313400
"820","GRC","Gorman-Rupp Company (The)",34.14,"Capital Goods","Fluid Controls",3.0416963,22.313726,18.454054,0.015084294,891634368,26117000,11.224,1556541000,1556109000
"821","GPX","GP Strategies Corporation",16.75,"Consumer Services","Other Consumer Services",1.4665967,30.565695,13.0859375,NA,277467104,16565200,11.421,1509712200,1509366600
"822","GGG","Graco Inc.",47.19,"Capital Goods","Fluid Controls",10.366871,23.954313,21.646788,0.011861159,7800459776,165299008,4.552,NA,NA
"823","GRAF","Graf Industrial Corp.",9.8,"Finance","Business Services",4900,NA,NA,NA,298611872,30470600,0.002,NA,NA
"824","EAF","GrafTech International Ltd.",14.23,"Energy","Industrial Machinery/Components",-3.839719,4.959916,4.391975,0.016227461,4134355456,290537984,-3.706,NA,NA
"825","GHM","Graham Corporation",22.57,"Technology","Industrial Machinery/Components",2.1172607,44.2549,25.077778,0.016777042,221955184,9834080,10.66,NA,NA
"826","GHC","Graham Holdings Company",680.51,"Consumer Services","Other Consumer Services",1.236758,13.557326,17.908157,0.0077810767,3618693632,4353620,550.237,1557145800,1556627400
"827","GRAM","Grana y Montero S.A.A.",2.89,"Basic Industries","Military/Government/Technical",0.4824708,9.174603,2.2061071,0.004946997,398513664,660054016,5.99,NA,NA
"828","GVA","Granite Construction Incorporated",47.89,"Basic Industries","Military/Government/Technical",1.6534318,49.885418,10.665925,0.011168384,2235763712,46685400,28.964,1556897400,1556551800
"829","GPMT","Granite Point Mortgage Trust Inc.",18.92,"Consumer Services","Real Estate Investment Trusts",0.99731165,13.323944,10.629213,0.0851735,967652032,51144400,18.971,1533931200,1533585600
"830","GPK","Graphic Packaging Holding Company",12.21,"Consumer Durables","Containers/Packaging",2.3182077,17.197184,12.587628,0.024630543,3628738560,297193984,5.267,1524832200,1524486600
"831","GTN","Gray Television, Inc.",22.57,"Consumer Services","Broadcasting",1.8066117,9.523207,9.212245,NA,2232062464,92943600,12.493,1525696200,1525264200
"832","AJX","Great Ajax Corp.",13.39,"Consumer Services","Real Estate Investment Trusts",0.8441027,9.442878,7.8304095,0.09070295,260846576,18856600,15.863,1552078800,1551733200
"833","GWB","Great Western Bancorp, Inc.",37.45,"Finance","Major Banks",1.1767849,12.613674,11.014706,0.025299601,2132343168,56938400,31.824,1485801000,1485369000
"834","GDOT","Green Dot Corporation",63.76,"Finance","Finance: Consumer Services",3.7084858,29.247705,15.290167,NA,3373987840,52917000,17.193,1557748800,1557226740
"835","GBX","Greenbrier Companies, Inc. (The)",41.53,"Capital Goods","Railroads",1.0682683,9.453676,9.249443,0.023757577,1343503744,32350200,38.876,1554726600,1554381000
"836","GHL","Greenhill & Co., Inc.",24.19,"Finance","Investment Bankers/Brokers/Service",8.106568,17.035212,12.155779,0.008496176,496857760,20507000,2.984,1549659600,1549314000
"837","GHG","GreenTree Hospitality Group Ltd.",12.1,"Consumer Services","Hotels/Resorts",4.6790414,23.269232,15.714287,NA,1228779264,101552000,2.586,NA,NA
"838","GFF","Griffon Corporation",17.9,"Capital Goods","Building Products",1.6534269,7.297187,13.984375,0.015807174,837068416,46763600,10.826,1494273600,1493928000
"839","GPI","Group 1 Automotive, Inc.",62.11,"Consumer Durables","Automotive Aftermarket",0.9999517,7.933325,6.862983,0.016725635,1139128448,18340500,62.113,1556541000,1556109000
"840","GRUB","GrubHub Inc.",83.02,"Miscellaneous","Business Services",5.221055,97.67058,37.396393,NA,7530038784,90701504,15.901,1556884800,1556535540
"841","PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.",91.95,"Transportation","Aerospace",4.9783435,20.70946,16.15993,0.0040965145,4886360576,525576000,18.47,NA,NA
"842","ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.",166.21,"Transportation","Aerospace",3.6258729,17.152737,15.9510565,0.0020085066,4921511424,3e+08,45.84,NA,NA
"843","AVAL","Grupo Aval Acciones y Valores S.A.",7.6,"Finance","Commercial Banks",1.4728682,10,8.941176,0.002069858,169335603200,22281000960,5.16,NA,NA
"844","SUPV","Grupo Supervielle S.A.",8.26,"Finance","Commercial Banks",1.2601068,6.9411764,7.719626,0.0020179371,818683328,456721984,6.555,1534190400,1533672000
"845","TV","Grupo Televisa S.A.",11.42,"Consumer Services","Broadcasting",1.458493,20.576576,18.419355,0.0015410958,6731176960,2909600000,7.83,NA,NA
"846","GTT","GTT Communications, Inc.",32.67,"Public Utilities","Telecommunications Equipment",4.3478837,NA,36.707863,NA,1787091328,54701300,7.514,NA,NA
"847","GSH","Guangshen Railway Company Limited",21.5977,"Transportation","Railroads",0.6933451,18.78061,719.92334,0.0005535566,3363820032,7083539968,31.15,NA,NA
"848","GES","Guess?, Inc.",23,"Consumer Non-Durables","Apparel",2.280841,NA,16.78832,0.040196516,1863894656,81038896,10.084,1553544000,1553025600
"849","GWRE","Guidewire Software, Inc.",93.62,"Technology","Computer Software: Prepackaged Software",5.0977407,NA,64.56551,NA,7586215936,81032000,18.365,1552078800,1551733200
"850","HRB","H&R Block, Inc.",24.14,"Consumer Services","Other Consumer Services",-158.8158,8.884799,11.833333,0.04057971,4961445888,205528000,-0.152,1552078800,1551733200
"851","FUL","H. B. Fuller Company",51.05,"Basic Industries","Home Furnishings",2.2486017,15.516717,12.604938,0.012183043,2596219136,50856400,22.703,1554148800,1553630400
"852","HAE","Haemonetics Corporation",88.13,"Health Care","Medical/Dental Instruments",6.987789,102.47674,31.03169,NA,4495272960,51007300,12.612,1557482400,1557122400
"853","HK","Halcon Resources Corporation",1.63,"Energy","Oil & Gas Production",0.24611203,NA,-54.333336,NA,260651664,159908992,6.623,1551733200,1551214800
"854","HAL","Halliburton Company",30.93,"Energy","Oilfield Services/Equipment",2.8293085,16.36508,14.188073,0.02346041,26987755520,872542976,10.932,1556281800,1555936200
"855","HBB","Hamilton Beach Brands Holding Company",24.42,"Consumer Durables","Home Furnishings",6.1464887,16.290861,11.099999,0.014009065,334866592,9249850,3.973,NA,NA
"856","HBI","Hanesbrands Inc.",18.52,"Consumer Services","Clothing/Shoe/Accessory Stores",6.8975797,12.184211,10.28889,0.03227542,6693572608,361424000,2.685,1556886600,1556541000
"857","HNGR","Hanger, Inc.",20.17,"Health Care","Medical Specialities",-29.0634,NA,22.920454,NA,743230208,36848300,-0.694,NA,NA
"858","HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.",24.68,"Consumer Services","Real Estate Investment Trusts",1.8641891,32.906666,17.258741,0.053614948,1536292992,61971000,13.239,1557144000,1556708340
"859","HOG","Harley-Davidson, Inc.",37.88,"Consumer Non-Durables","Motor Vehicles",3.368908,11.874608,10.021164,0.03987069,6107354624,161228992,11.244,1556285400,1555939800
"860","HMY","Harmony Gold Mining Company Limited",2,"Basic Industries","Precious Metals",0.5339028,NA,4.0816326,0.025000002,1104067968,500251008,3.746,NA,NA
"861","HRS","Harris Corporation",164.79,"Capital Goods","Industrial Machinery/Components",5.688102,23.018578,18.168688,0.015218578,19417204736,117830000,28.971,1557138600,1556605800
"862","HSC","Harsco Corporation",22.71,"Capital Goods","Metal Fabrications",6.734875,13.822276,14.105589,0.0022788204,1806466816,79545000,3.372,1557145800,1556627400
"863","HHS","Harte-Hanks, Inc.",3.96,"Technology","Advertising",-1.341918,NA,-1.8504672,0,24765920,6254020,-2.951,1552939200,1552507200
"864","HIG","Hartford Financial Services Group, Inc. (The)",49.4,"Finance","Property-Casualty Insurers",1.3896704,9.99191,9.165121,0.022421524,17757818880,359470016,35.548,1556539200,1556103540
"865","HVT","Haverty Furniture Companies, Inc.",24.45,"Consumer Services","Other Specialty Stores",1.8658426,17.218311,15.573248,0.02955665,506704256,18977200,13.104,1556884800,1556535540
"866","HE","Hawaiian Electric Industries, Inc.",38.43,"Public Utilities","Electric Utilities: Central",1.9625165,20.772972,18.65534,0.032392897,4184219904,108879000,19.582,1557748800,1557313140
"867","HCHC","HC2 Holdings, Inc.",3.18,"Capital Goods","Metal Fabrications",0.77090913,0.98911357,-2.7413795,NA,142384192,44774900,4.125,1552939200,1552420800
"868","HCA","HCA Healthcare, Inc.",138.47,"Health Care","Hospital/Nursing Management",-9.591992,12.989681,12.474774,0.010069045,47408943104,342376992,-14.436,1556886600,1556541000
"869","HCI","HCI Group, Inc.",45.6,"Finance","Property-Casualty Insurers",1.9860628,10.584958,9.956331,0.03141248,418409184,9175640,22.96,1552078800,1551733200
"870","HCP","HCP, Inc.",30.52,"Consumer Services","Real Estate Investment Trusts",2.4516025,13.61892,47.6875,0.0480988,14783460352,477772000,12.449,1557145800,1556713800
"871","HDB","HDFC Bank Limited",100.44,"Finance","Commercial Banks",32.531174,194.08698,23.914288,0.0018789556,79866372096,2595089920,3.0875,NA,NA
"872","HR","Healthcare Realty Trust Incorporated",31.6,"Consumer Services","Real Estate Investment Trusts",2.3060644,57.769653,121.53847,0.037914693,3959290368,125294000,13.703,1557144000,1556708340
"873","HTA","Healthcare Trust of America, Inc.",28.22,"Consumer Services","Real Estate Investment Trusts",1.7790946,27.666666,74.26316,0.042997543,5896964096,205064000,15.862,1556886600,1556541000
"874","HL","Hecla Mining Company",2.29,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",0.6535388,NA,45.8,0.0041666664,1106042496,482988000,3.504,1541770200,1541424600
"875","HEI","Heico Corporation",93.76,"Capital Goods","Aerospace",7.7854357,46.88,40.06838,0.0013869625,11343835136,53355200,12.043,1535400000,1534881600
"876","HLX","Helix Energy Solutions Group, Inc.",7.24,"Energy","Oilfield Services/Equipment",0.6632466,38.105263,17.658537,NA,1077203328,148784992,10.916,1556308800,1555963200
"877","HP","Helmerich & Payne, Inc.",54.95,"Energy","Oil & Gas Production",1.3896265,NA,23.891306,0.05221402,6011804672,109405000,39.543,1556541000,1556109000
"878","HLF","Herbalife Nutrition Ltd.",56.01,"Health Care","Other Pharmaceuticals",-11.05606,28.287878,15.345204,NA,8001812480,142864000,-5.066,1557144000,1556708340
"879","HRTG","Heritage Insurance Holdings, Inc.",14.88,"Finance","Property-Casualty Insurers",1.0312566,14.307693,6.888889,0.01608579,395358624,26569800,14.429,1494273600,1493928000
"880","HT","Hersha Hospitality Trust",18.71,"Consumer Services","Real Estate Investment Trusts",0.8270344,NA,-110.058815,0.059416443,803306304,39185000,22.623,1556280000,1555930740
"881","HSY","Hershey Company (The)",112.23,"Consumer Non-Durables","Specialty Foods",16.82861,20.112904,18.925802,0.024900615,23402201088,208520000,6.669,1556541000,1556109000
"882","HTZ","Hertz Global Holdings, Inc",19.35,"Consumer Services","Rental/Leasing Companies",1.5319453,NA,11.382353,NA,1623923584,83923696,12.631,1557518400,1557158400
"883","HES","Hess Corporation",59.23,"Energy","Integrated oil Companies",1.7928383,NA,57.504856,0.017286085,17948289024,303027008,33.037,1556541000,1556022600
"884","HESM","Hess Midstream Partners LP",22.89,"Energy","Oil & Gas Production",2.4767368,18.123514,13.385964,0.06145105,1274746368,27297000,9.242,1549627200,1549277940
"885","HPE","Hewlett Packard Enterprise Company",16.38,"Technology","Computer Manufacturing",1.2338983,37.568806,9.306818,0.025152627,22554603520,1376960000,13.275,1558699200,1558349940
"886","HXL","Hexcel Corporation",72.65,"Basic Industries","Major Chemicals",4.6600385,23.36013,18.676092,0.0076240646,6160320512,84794496,15.59,1556280000,1555930740
"887","HF","HFF, Inc.",45.32,"Consumer Services","Real Estate",5.056907,15.736111,16.014135,NA,1772768896,39116700,8.962,1556280000,1555930740
"888","HCLP","Hi-Crush Partners LP",3.81,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",0.47613096,2.6830986,9.769231,0.31007755,385046208,101062000,8.002,1556884800,1556535540
"889","HIW","Highwoods Properties, Inc.",46.21,"Consumer Services","Real Estate Investment Trusts",2.1576319,28.228466,33.485508,0.040228892,4912030720,103559000,21.417,1487037600,1486519200
"890","HIL","Hill International, Inc.",3.3,"Consumer Services","Military/Government/Technical",1.836394,NA,10.645161,NA,183342064,55558200,1.797,NA,NA
"891","HI","Hillenbrand Inc",44.11,"Consumer Durables","Miscellaneous manufacturing industries",3.7534037,32.197083,15.69751,0.018807856,2758180608,62529600,11.752,1557144000,1556621940
"892","HRC","Hill-Rom Holdings Inc",107.3,"Health Care","Medical/Dental Instruments",4.609899,35.284447,18.957598,0.0075436113,7153015296,66663700,23.276,1556541000,1556195400
"893","HTH","Hilltop Holdings Inc.",19.35,"Finance","Major Banks",0.9291717,15.129006,11.656627,0.014568158,1811384448,93611600,20.825,1556539200,1556103540
